endDate,value_alex,value_james
2016-04-20,27,
2016-04-21,26,
2016-04-22,71,
2016-04-23,124,
2016-04-24,28,
2016-04-25,97,
2016-04-26,26,
2016-04-27,60,
2016-04-28,15,
2016-04-29,43,
2016-04-30,109,
2016-05-01,74,
2016-05-02,41,
2016-05-03,85,
2016-05-04,30,
2016-05-05,41,
2016-05-06,81,
2016-05-07,28,
2016-05-08,11,
2016-05-09,20,
2016-05-10,73,
2016-05-11,37,
2016-05-12,20,
2016-05-13,62,
2016-05-14,27,
2016-05-15,32,
2016-05-16,26,
2016-05-17,22,
2016-05-18,35,
2016-05-19,36,
2016-05-20,66,
2016-05-21,81,
2016-05-22,76,
2016-05-23,89,
2016-05-24,9,
2016-05-25,9,
2016-05-26,36,
2016-05-27,21,
2016-05-28,42,
2016-05-29,80,
2016-05-30,48,
2016-05-31,24,
2016-06-01,26,
2016-06-02,30,
2016-06-03,66,
2016-06-04,99,
2016-06-05,18,
2016-06-06,39,
2016-06-07,73,
2016-06-08,14,
2016-06-09,69,
2016-06-10,32,
2016-06-11,4,
2016-06-12,43,
2016-06-13,44,
2016-06-14,20,
2016-06-15,48,
2016-06-16,43,
2016-06-17,38,
2016-06-18,19,
2016-06-19,3,
2016-06-20,25,
2016-06-21,17,
2016-06-22,97,
2016-06-23,24,
2016-06-24,48,
2016-06-25,34,
2016-06-26,11,
2016-06-27,47,
2016-06-28,23,
2016-06-29,47,
2016-06-30,38,
2016-07-01,40,
2016-07-02,8,
2016-07-03,31,
2016-07-04,2,
2016-07-05,16,
2016-07-06,37,
2016-07-07,57,
2016-07-08,55,
2016-07-09,33,
2016-07-10,34,
2016-07-11,33,
2016-07-12,53,
2016-07-13,23,
2016-07-14,36,
2016-07-15,18,
2016-07-16,100,
2016-07-17,19,
2016-07-18,34,
2016-07-19,26,
2016-07-20,97,
2016-07-21,34,
2016-07-22,76,
2016-07-23,14,
2016-07-24,19,
2016-07-25,43,
2016-07-26,14,
2016-07-27,14,
2016-07-28,29,
2016-07-29,43,
2016-07-30,17,
2016-07-31,34,
2016-08-01,54,
2016-08-02,13,
2016-08-03,40,
2016-08-04,57,
2016-08-05,59,
2016-08-06,80,
2016-08-07,20,
2016-08-08,52,
2016-08-09,39,
2016-08-10,29,
2016-08-11,69,
2016-08-12,99,
2016-08-13,60,
2016-08-14,13,
2016-08-15,42,
2016-08-16,9,
2016-08-17,12,
2016-08-18,38,
2016-08-19,93,
2016-08-20,105,
2016-08-21,65,
2016-08-22,10,
2016-08-23,16,
2016-08-24,4,
2016-08-25,21,
2016-08-26,43,
2016-08-27,13,
2016-08-28,22,
2016-08-29,75,
2016-08-30,58,
2016-08-31,8,
2016-09-01,14,
2016-09-02,26,
2016-09-03,3,
2016-09-04,58,
2016-09-05,13,
2016-09-06,9,
2016-09-07,59,
2016-09-08,23,
2016-09-09,62,
2016-09-10,21,
2016-09-11,3,
2016-09-12,5,
2016-09-13,19,
2016-09-14,33,
2016-09-15,28,
2016-09-16,55,
2016-09-17,33,
2016-09-18,34,
2016-09-19,34,
2016-09-20,28,
2016-09-21,27,
2016-09-22,29,
2016-09-23,51,
2016-09-24,7,
2016-09-25,13,
2016-09-26,77,
2016-09-27,92,
2016-09-28,98,
2016-09-29,97,
2016-09-30,86,
2016-10-01,51,
2016-10-02,108,
2016-10-03,97,
2016-10-04,91,
2016-10-05,12,
2016-10-06,16,
2016-10-07,48,
2016-10-08,47,
2016-10-09,10,
2016-10-10,93,
2016-10-11,97,
2016-10-12,87,
2016-10-13,98,
2016-10-14,47,
2016-10-15,44,
2016-10-16,2,
2016-10-17,92,
2016-10-18,94,
2016-10-19,107,
2016-10-20,94,
2016-10-21,111,
2016-10-22,111,
2016-10-23,36,
2016-10-24,103,
2016-10-25,99,
2016-10-26,101,
2016-10-27,106,
2016-10-28,78,
2016-10-29,95,
2016-10-30,14,
2016-10-31,113,
2016-11-01,104,
2016-11-02,122,
2016-11-03,61,
2016-11-04,25,
2016-11-05,29,
2016-11-06,58,
2016-11-07,112,
2016-11-08,52,
2016-11-09,101,
2016-11-10,101,
2016-11-11,70,
2016-11-12,67,
2016-11-13,75,
2016-11-14,112,
2016-11-15,104,
2016-11-16,113,
2016-11-17,119,
2016-11-18,109,
2016-11-19,114,
2016-11-20,32,
2016-11-21,118,
2016-11-22,20,
2016-11-23,32,
2016-11-24,8,
2016-11-25,20,
2016-11-26,32,
2016-11-27,45,
2016-11-28,102,
2016-11-29,101,
2016-11-30,115,
2016-12-01,135,
2016-12-02,58,
2016-12-03,48,
2016-12-04,33,
2016-12-05,154,
2016-12-06,177,
2016-12-07,160,
2016-12-08,112,
2016-12-09,42,
2016-12-10,26,
2016-12-11,18,
2016-12-12,175,
2016-12-13,20,
2016-12-15,34,
2016-12-16,54,
2016-12-17,54,
2016-12-18,49,
2016-12-19,149,
2016-12-20,107,
2016-12-21,42,
2016-12-22,30,
2016-12-23,17,
2016-12-24,18,
2016-12-25,45,
2016-12-26,40,
2016-12-27,45,
2016-12-28,35,
2016-12-29,38,
2016-12-30,49,
2016-12-31,59,
2017-01-01,65,
2017-01-02,9,
2017-01-03,114,
2017-01-04,124,
2017-01-05,52,
2017-01-06,69,
2017-01-07,59,
2017-01-08,42,
2017-01-09,115,
2017-01-10,33,
2017-01-11,119,
2017-01-12,90,
2017-01-13,63,
2017-01-14,31,
2017-01-15,116,
2017-01-16,16,
2017-01-17,38,
2017-01-18,99,
2017-01-19,38,
2017-01-20,112,
2017-01-21,121,
2017-01-22,104,
2017-01-23,96,
2017-01-24,92,
2017-01-25,20,
2017-01-26,37,
2017-01-27,110,
2017-01-28,72,
2017-01-29,52,
2017-01-30,128,
2017-01-31,104,
2017-02-01,75,
2017-02-02,35,
2017-02-03,32,
2017-02-04,63,
2017-02-05,45,
2017-02-06,108,
2017-02-07,112,
2017-02-08,105,
2017-02-09,85,
2017-02-10,31,
2017-02-11,16,
2017-02-12,8,
2017-02-13,130,
2017-02-14,111,
2017-02-15,30,
2017-02-16,177,
2017-02-17,25,
2017-02-18,97,
2017-02-19,64,
2017-02-20,181,
2017-02-21,34,
2017-02-22,172,
2017-02-23,52,
2017-02-24,89,
2017-02-25,39,
2017-02-26,113,
2017-02-27,133,
2017-02-28,33,
2017-03-01,95,
2017-03-02,37,
2017-03-03,47,
2017-03-04,38,
2017-03-05,12,
2017-03-06,49,
2017-03-07,37,
2017-03-08,15,
2017-03-09,29,
2017-03-10,46,
2017-03-11,1,
2017-03-17,75,
2017-03-18,34,
2017-03-19,12,
2017-03-20,22,
2017-03-21,61,
2017-03-22,36,
2017-03-23,101,
2017-03-24,63,
2017-03-25,33,
2017-03-26,17,
2017-03-27,92,
2017-03-28,16,
2017-03-29,36,
2017-03-30,29,
2017-03-31,30,
2017-04-01,28,
2017-04-02,8,
2017-04-03,120,
2017-04-04,83,
2017-04-05,26,
2017-04-06,87,
2017-04-07,47,
2017-04-08,32,
2017-04-09,58,
2017-04-10,26,
2017-04-11,78,
2017-04-12,31,
2017-04-13,31,
2017-04-14,68,
2017-04-15,60,
2017-04-16,25,
2017-04-17,159,
2017-04-18,27,
2017-04-19,31,
2017-04-20,24,
2017-04-21,57,
2017-04-22,109,
2017-04-23,120,
2017-04-24,176,
2017-04-25,17,
2017-04-26,23,
2017-04-27,30,
2017-04-28,33,
2017-04-29,41,
2017-04-30,18,
2017-05-01,30,
2017-05-02,112,
2017-05-03,47,
2017-05-04,66,
2017-05-05,101,
2017-05-06,131,
2017-05-07,11,
2017-05-08,126,
2017-05-09,32,
2017-05-10,39,
2017-05-11,102,
2017-05-12,43,
2017-05-13,102,
2017-05-14,44,
2017-05-15,36,
2017-05-16,41,
2017-05-17,29,
2017-05-18,40,
2017-05-19,56,
2017-05-20,24,
2017-05-21,33,
2017-05-22,62,
2017-05-23,11,
2017-05-24,13,
2017-05-25,89,
2017-05-26,88,
2017-05-27,12,
2017-05-28,17,
2017-05-29,19,
2017-05-30,9,
2017-05-31,38,
2017-06-01,48,
2017-06-02,56,
2017-06-03,3,
2017-06-04,87,
2017-06-05,45,
2017-06-06,45,
2017-06-07,32,
2017-06-08,45,
2017-06-09,28,
2017-06-10,79,
2017-06-11,4,
2017-06-12,11,
2017-06-13,57,
2017-06-14,93,
2017-06-15,68,
2017-06-16,39,
2017-06-17,76,
2017-06-18,66,
2017-06-19,23,
2017-06-20,140,
2017-06-21,51,
2017-06-22,61,
2017-06-23,80,
2017-06-24,100,
2017-06-25,63,
2017-06-26,20,
2017-06-27,72,
2017-06-28,45,
2017-06-29,69,
2017-06-30,62,
2017-07-01,72,
2017-07-02,71,
2017-07-03,65,
2017-07-04,46,
2017-07-05,31,
2017-07-06,120,
2017-07-07,54,
2017-07-08,159,
2017-07-09,40,
2017-07-10,77,
2017-07-11,92,
2017-07-12,26,
2017-07-13,86,
2017-07-14,51,
2017-07-15,141,
2017-07-16,13,
2017-07-17,48,
2017-07-18,66,
2017-07-19,39,
2017-07-20,76,
2017-07-21,55,
2017-07-22,42,
2017-07-23,56,
2017-07-24,112,
2017-07-25,136,
2017-07-26,44,
2017-07-27,86,
2017-07-28,87,
2017-07-29,57,
2017-07-30,10,
2017-07-31,24,
2017-08-01,95,
2017-08-02,61,
2017-08-03,49,
2017-08-04,45,
2017-08-05,138,
2017-08-06,55,
2017-08-07,38,
2017-08-08,91,
2017-08-09,66,
2017-08-10,71,
2017-08-11,34,
2017-08-12,91,
2017-08-13,35,
2017-08-14,44,
2017-08-15,34,
2017-08-16,49,
2017-08-17,65,
2017-08-18,121,
2017-08-19,55,
2017-08-20,45,
2017-08-21,103,
2017-08-22,93,
2017-08-23,30,
2017-08-24,185,
2017-08-25,74,
2017-08-26,60,
2017-08-27,38,
2017-08-28,60,
2017-08-29,94,
2017-08-30,42,
2017-08-31,35,
2017-09-01,71,
2017-09-02,148,
2017-09-03,149,
2017-09-04,143,
2017-09-05,53,
2017-09-06,42,
2017-09-07,199,
2017-09-08,91,
2017-09-09,179,
2017-09-10,100,
2017-09-11,193,
2017-09-12,57,
2017-09-13,81,
2017-09-14,44,
2017-09-15,115,
2017-09-16,111,
2017-09-17,52,
2017-09-18,46,
2017-09-19,77,
2017-09-20,119,
2017-09-21,27,
2017-09-22,30,
2017-09-23,96,
2017-09-24,15,
2017-09-25,79,
2017-09-26,53,
2017-09-27,99,
2017-09-28,58,
2017-09-29,188,
2017-09-30,37,
2017-10-01,27,
2017-10-02,51,
2017-10-03,106,
2017-10-04,47,
2017-10-05,38,
2017-10-06,35,
2017-10-07,16,
2017-10-08,53,
2017-10-09,32,
2017-10-10,10,
2017-10-11,93,
2017-10-12,12,
2017-10-13,46,
2017-10-14,49,
2017-10-15,2,
2017-10-16,46,
2017-10-17,47,
2017-10-18,31,
2017-10-19,29,
2017-10-20,31,
2017-10-21,17,
2017-10-22,48,
2017-10-23,25,
2017-10-24,80,
2017-10-25,27,
2017-10-26,55,
2017-10-27,60,
2017-10-28,60,
2017-10-29,26,
2017-10-30,20,
2017-10-31,97,
2017-11-01,81,
2017-11-02,9,
2017-11-03,43,
2017-11-04,17,
2017-11-05,30,
2017-11-06,103,
2017-11-07,31,
2017-11-08,35,
2017-11-09,132,
2017-11-10,42,
2017-11-11,32,
2017-11-12,24,
2017-11-13,78,
2017-11-14,61,
2017-11-15,20,
2017-11-16,36,
2017-11-17,92,
2017-11-18,51,
2017-11-19,31,
2017-11-20,13,
2017-11-21,72,
2017-11-22,147,
2017-11-23,112,
2017-11-24,69,
2017-11-25,33,
2017-11-26,42,
2017-11-27,33,
2017-11-28,15,
2017-11-29,40,
2017-11-30,23,
2017-12-01,110,
2017-12-02,98,
2017-12-03,5,
2017-12-04,156,
2017-12-05,175,
2017-12-06,16,
2017-12-07,38,
2017-12-08,69,
2017-12-09,30,
2017-12-10,8,
2017-12-11,64,
2017-12-12,18,
2017-12-13,66,
2017-12-14,16,
2017-12-15,26,
2017-12-16,27,
2017-12-17,1,
2017-12-18,75,
2017-12-19,21,
2017-12-20,35,
2017-12-21,18,
2017-12-22,96,
2017-12-23,25,
2017-12-24,23,
2017-12-25,21,
2017-12-26,49,
2017-12-27,49,
2017-12-28,76,
2017-12-29,39,
2017-12-30,14,
2017-12-31,27,
2018-01-01,12,
2018-01-02,81,
2018-01-03,82,
2018-01-04,23,
2018-01-05,28,
2018-01-06,24,
2018-01-07,30,
2018-01-08,85,
2018-01-09,37,
2018-01-10,30,
2018-01-11,22,
2018-01-12,58,
2018-01-13,40,
2018-01-14,16,
2018-01-15,18,
2018-01-16,100,
2018-01-17,81,
2018-01-18,22,
2018-01-19,62,
2018-01-20,62,
2018-01-21,43,
2018-01-22,42,
2018-01-23,72,
2018-01-24,42,
2018-01-25,100,
2018-01-26,67,
2018-01-27,36,
2018-01-28,34,
2018-01-29,33,
2018-01-30,29,
2018-01-31,65,
2018-02-01,34,
2018-02-02,102,
2018-02-03,61,
2018-02-04,32,
2018-02-05,18,
2018-02-06,48,
2018-02-07,77,
2018-02-08,96,
2018-02-09,40,
2018-02-10,86,
2018-02-11,61,
2018-02-12,96,
2018-02-13,43,
2018-02-14,119,
2018-02-15,81,
2018-02-16,74,
2018-02-17,66,
2018-02-18,46,
2018-02-19,104,
2018-02-20,93,
2018-02-21,78,
2018-02-22,95,
2018-02-23,58,
2018-02-24,31,
2018-02-25,65,
2018-02-26,40,
2018-02-27,98,
2018-02-28,31,
2018-03-01,35,
2018-03-02,50,
2018-03-03,59,
2018-03-04,25,
2018-03-05,86,
2018-03-06,60,
2018-03-07,101,
2018-03-08,63,
2018-03-09,40,
2018-03-10,27,
2018-03-11,21,
2018-03-12,88,
2018-03-13,34,
2018-03-14,161,
2018-03-15,42,
2018-03-16,40,
2018-03-17,65,
2018-03-18,14,
2018-03-19,55,
2018-03-20,32,
2018-03-21,195,
2018-03-22,90,
2018-03-23,97,
2018-03-24,130,
2018-03-25,84,
2018-03-26,26,
2018-03-27,38,
2018-03-28,31,
2018-03-29,51,
2018-03-30,30,
2018-03-31,14,
2018-04-01,21,
2018-04-02,78,
2018-04-03,32,
2018-04-04,13,
2018-04-05,92,
2018-04-06,49,
2018-04-07,37,
2018-04-08,26,
2018-04-09,69,
2018-04-10,65,
2018-04-11,32,
2018-04-12,40,
2018-04-13,24,
2018-04-14,81,
2018-04-15,4,
2018-04-16,57,
2018-04-17,73,
2018-04-18,54,
2018-04-19,68,
2018-04-20,60,
2018-04-21,145,
2018-04-22,51,
2018-04-23,66,
2018-04-24,57,
2018-04-25,40,
2018-04-26,47,
2018-04-27,95,
2018-04-28,91,
2018-04-29,17,
2018-04-30,71,
2018-05-01,36,
2018-05-02,79,
2018-05-03,92,
2018-05-04,73,
2018-05-05,75,
2018-05-06,7,
2018-05-07,70,
2018-05-08,95,
2018-05-09,43,
2018-05-10,92,
2018-05-11,48,
2018-05-12,80,
2018-05-13,32,
2018-05-14,69,
2018-05-15,60,
2018-05-16,97,
2018-05-17,63,
2018-05-18,100,
2018-05-19,41,
2018-05-20,45,
2018-05-21,64,
2018-05-22,80,
2018-05-23,60,
2018-05-24,99,
2018-05-25,68,
2018-05-26,19,
2018-05-27,151,
2018-05-28,50,
2018-05-29,49,
2018-05-30,83,
2018-05-31,94,
2018-06-01,75,
2018-06-02,55,
2018-06-03,27,
2018-06-04,121,
2018-06-05,89,
2018-06-06,56,
2018-06-07,39,
2018-06-08,56,
2018-06-09,30,
2018-06-10,13,
2018-06-11,18,
2018-06-12,46,
2018-06-13,89,
2018-06-14,83,
2018-06-15,100,
2018-06-16,67,
2018-06-17,26,
2018-06-18,65,
2018-06-19,72,
2018-06-20,105,
2018-06-21,80,
2018-06-22,90,
2018-06-23,34,
2018-06-24,70,
2018-06-25,56,
2018-06-26,51,
2018-06-27,51,
2018-06-28,151,
2018-06-29,83,
2018-06-30,65,
2018-07-01,53,
2018-07-02,106,
2018-07-03,58,
2018-07-04,92,
2018-07-05,77,
2018-07-06,56,
2018-07-07,6,
2018-07-08,28,
2018-07-09,87,
2018-07-10,32,
2018-07-11,27,
2018-07-12,17,
2018-07-13,38,
2018-07-14,75,
2018-07-15,32,
2018-07-16,98,
2018-07-17,57,
2018-07-18,43,
2018-07-19,63,
2018-07-20,49,
2018-07-21,17,
2018-07-22,30,
2018-07-23,137,
2018-07-24,64,
2018-07-25,118,
2018-07-26,133,
2018-07-27,58,
2018-07-28,36,
2018-07-29,12,
2018-07-30,126,
2018-07-31,127,
2018-08-01,104,
2018-08-02,67,
2018-08-03,108,
2018-08-04,76,
2018-08-05,15,
2018-08-06,97,
2018-08-07,74,
2018-08-08,50,
2018-08-09,26,
2018-08-10,150,
2018-08-11,207,
2018-08-12,42,
2018-08-13,143,
2018-08-14,41,
2018-08-15,76,
2018-08-16,15,
2018-08-17,100,
2018-08-18,89,
2018-08-19,22,
2018-08-20,130,
2018-08-21,106,
2018-08-22,48,
2018-08-23,88,
2018-08-24,74,
2018-08-25,46,
2018-08-26,37,
2018-08-27,130,
2018-08-28,105,
2018-08-29,36,
2018-08-30,128,
2018-08-31,122,
2018-09-01,4,
2018-09-02,14,
2018-09-03,20,
2018-09-04,66,
2018-09-05,119,
2018-09-06,75,
2018-09-07,60,
2018-09-08,68,
2018-09-09,93,
2018-09-10,96,
2018-09-11,71,
2018-09-12,88,
2018-09-13,90,
2018-09-14,81,
2018-09-15,133,
2018-09-16,56,
2018-09-17,71,
2018-09-18,18,
2018-09-19,18,
2018-09-20,34,
2018-09-21,86,
2018-09-22,99,
2018-09-23,129,
2018-09-24,99,
2018-09-25,44,
2018-09-26,61,
2018-09-27,33,
2018-09-28,121,
2018-09-29,64,
2018-09-30,98,
2018-10-01,75,
2018-10-02,11,
2018-10-03,52,
2018-10-04,44,
2018-10-05,68,
2018-10-06,47,
2018-10-07,3,
2018-10-08,117,
2018-10-09,46,
2018-10-10,15,
2018-10-11,13,
2018-10-12,42,
2018-10-13,96,
2018-10-14,37,
2018-10-15,9,
2018-10-16,68,
2018-10-17,29,
2018-10-18,59,
2018-10-19,19,
2018-10-20,26,
2018-10-21,64,
2018-10-22,15,
2018-10-23,54,
2018-10-24,21,
2018-10-25,30,
2018-10-26,23,
2018-10-27,35,
2018-10-28,75,
2018-10-29,12,
2018-10-30,15,
2018-10-31,28,
2018-11-01,20,
2018-11-02,35,
2018-11-03,40,
2018-11-04,14,
2018-11-05,14,
2018-11-06,33,
2018-11-07,32,
2018-11-08,14,
2018-11-09,18,
2018-11-10,103,
2018-11-12,14,
2018-11-13,21,
2018-11-14,13,
2018-11-15,13,
2018-11-16,43,
2018-11-17,26,
2018-11-18,49,75.0
2018-11-19,15,124.0
2018-11-20,33,25.0
2018-11-21,13,35.0
2018-11-22,20,107.0
2018-11-23,36,46.0
2018-11-24,24,81.0
2018-11-25,4,19.0
2018-11-26,30,13.0
2018-11-27,22,16.0
2018-11-28,32,17.0
2018-11-29,19,92.0
2018-11-30,27,35.0
2018-12-01,51,118.0
2018-12-02,42,58.0
2018-12-03,96,86.0
2018-12-04,114,118.0
2018-12-05,38,18.0
2018-12-06,36,24.0
2018-12-07,73,99.0
2018-12-08,15,9.0
2018-12-09,40,43.0
2018-12-10,19,146.0
2018-12-11,25,97.0
2018-12-12,91,144.0
2018-12-13,21,81.0
2018-12-14,50,120.0
2018-12-15,77,50.0
2018-12-16,67,32.0
2018-12-17,79,36.0
2018-12-18,11,106.0
2018-12-19,38,95.0
2018-12-20,32,19.0
2018-12-21,27,115.0
2018-12-22,32,100.0
2018-12-23,28,77.0
2018-12-24,13,77.0
2018-12-25,46,11.0
2018-12-26,62,81.0
2018-12-27,95,91.0
2018-12-28,82,95.0
2018-12-29,26,17.0
2018-12-30,13,92.0
2018-12-31,28,81.0
2019-01-01,32,34.0
2019-01-02,96,25.0
2019-01-03,46,114.0
2019-01-04,36,82.0
2019-01-05,29,42.0
2019-01-06,38,105.0
2019-01-07,80,69.0
2019-01-08,63,106.0
2019-01-09,93,98.0
2019-01-10,60,111.0
2019-01-11,73,27.0
2019-01-12,38,124.0
2019-01-13,18,118.0
2019-01-14,82,100.0
2019-01-15,45,111.0
2019-01-16,69,64.0
2019-01-17,31,109.0
2019-01-18,54,200.0
2019-01-19,107,157.0
2019-01-20,86,45.0
2019-01-21,80,106.0
2019-01-22,69,111.0
2019-01-23,181,100.0
2019-01-24,39,26.0
2019-01-25,35,36.0
2019-01-26,31,160.0
2019-01-27,71,108.0
2019-01-28,91,81.0
2019-01-29,20,88.0
2019-01-30,70,19.0
2019-01-31,33,44.0
2019-02-01,69,151.0
2019-02-02,140,90.0
2019-02-03,47,75.0
2019-02-04,79,98.0
2019-02-05,63,110.0
2019-02-06,101,28.0
2019-02-07,26,95.0
2019-02-08,79,22.0
2019-02-09,17,34.0
2019-02-10,22,140.0
2019-02-11,60,13.0
2019-02-12,72,80.0
2019-02-13,55,146.0
2019-02-14,42,35.0
2019-02-15,109,62.0
2019-02-16,22,37.0
2019-02-17,139,11.0
2019-02-18,24,10.0
2019-02-19,22,33.0
2019-02-20,73,13.0
2019-02-21,55,42.0
2019-02-22,20,34.0
2019-02-23,47,12.0
2019-02-24,26,20.0
2019-02-25,59,29.0
2019-02-26,56,112.0
2019-02-27,124,33.0
2019-02-28,53,55.0
2019-03-01,51,27.0
2019-03-02,58,43.0
2019-03-03,52,14.0
2019-03-04,81,32.0
2019-03-05,11,34.0
2019-03-06,71,41.0
2019-03-07,96,101.0
2019-03-08,30,38.0
2019-03-09,61,5.0
2019-03-10,29,18.0
2019-03-11,30,25.0
2019-03-12,74,126.0
2019-03-13,30,41.0
2019-03-14,70,105.0
2019-03-15,27,94.0
2019-03-16,68,72.0
2019-03-17,29,17.0
2019-03-18,88,30.0
2019-03-19,10,56.0
2019-03-20,65,66.0
2019-03-21,44,106.0
2019-03-22,113,97.0
2019-03-23,82,37.0
2019-03-24,63,5.0
2019-03-25,105,63.0
2019-03-26,49,49.0
2019-03-27,49,137.0
2019-03-28,76,106.0
2019-03-29,52,89.0
2019-03-30,118,25.0
2019-03-31,34,13.0
2019-04-01,101,35.0
2019-04-02,72,27.0
2019-04-03,38,48.0
2019-04-04,138,75.0
2019-04-05,102,75.0
2019-04-06,66,33.0
2019-04-07,58,92.0
2019-04-08,45,98.0
2019-04-09,96,38.0
2019-04-10,25,26.0
2019-04-11,37,9.0
2019-04-12,89,38.0
2019-04-13,80,27.0
2019-04-14,66,103.0
2019-04-15,47,83.0
2019-04-16,119,95.0
2019-04-17,75,52.0
2019-04-18,20,128.0
2019-04-19,15,157.0
2019-04-20,121,116.0
2019-04-21,82,21.0
2019-04-22,13,117.0
2019-04-23,13,129.0
2019-04-24,65,146.0
2019-04-25,60,72.0
2019-04-26,256,56.0
2019-04-27,161,18.0
2019-04-28,110,23.0
2019-04-29,106,30.0
2019-04-30,57,99.0
2019-05-01,69,51.0
2019-05-02,111,116.0
2019-05-03,87,105.0
2019-05-04,82,147.0
2019-05-05,155,100.0
2019-05-06,78,46.0
2019-05-07,67,75.0
2019-05-08,47,64.0
2019-05-09,66,71.0
2019-05-10,93,103.0
2019-05-11,59,45.0
2019-05-12,52,87.0
2019-05-13,49,86.0
2019-05-14,55,162.0
2019-05-15,143,119.0
2019-05-16,62,43.0
2019-05-17,82,81.0
2019-05-18,59,30.0
2019-05-19,8,28.0
2019-05-20,75,107.0
2019-05-21,53,17.0
2019-05-22,83,32.0
2019-05-23,70,81.0
2019-05-24,48,106.0
2019-05-25,140,5.0
2019-05-26,44,1.0
2019-05-27,21,61.0
2019-05-28,68,118.0
2019-05-29,112,18.0
2019-05-30,42,146.0
2019-05-31,98,72.0
2019-06-01,129,151.0
2019-06-02,65,166.0
2019-06-03,90,104.0
2019-06-04,87,28.0
2019-06-05,190,25.0
2019-06-06,67,23.0
2019-06-07,111,98.0
2019-06-08,85,98.0
2019-06-09,24,42.0
2019-06-10,101,32.0
2019-06-11,90,26.0
2019-06-12,124,26.0
2019-06-13,65,69.0
